Date,ASHOKLEY.NS,BAJAJ-AUTO.NS,EICHERMOT.NS,HEROMOTOCO.NS,M&M.NS,MARUTI.NS,TVSMOTOR.NS
2021-07-05,4.044697927489348,8.209072281517011,7.853676488320368,7.832933451082137,6.627150560555106,8.893380470826926,6.396486340006843
2021-07-06,4.022843517947101,8.207619193416413,7.8574087227224165,7.826514056474578,6.614631834026265,8.88219892371184,6.391402731814651
2021-07-07,4.033830524748908,8.205913651925934,7.857298018941911,7.824491029008524,6.610787634331134,8.873437964719848,6.384970097949575
2021-07-08,4.037466107969107,8.21306390674275,7.864080977000949,7.820036028487955,6.607379537713734,8.866946747482281,6.375911360095957
2021-07-09,4.044697927489348,8.192897649828014,7.8577774894766215,7.818793961709942,6.6013064097639536,8.870251515371365,6.377246442176519
2021-07-12,4.052672482666007,8.182900170375843,7.856799983742327,7.819277138306547,6.602989798725397,8.876212952480708,6.378829203884409
2021-07-13,4.061371721028056,8.185412140985472,7.855766083272874,7.8213109262639,6.613672148164363,8.870877564536807,6.3942756848902444
2021-07-14,4.068433246002707,8.182318710905784,7.853287711855677,7.8201393664108,6.6200525357438,8.856836594347106,6.399344847455286
2021-07-15,4.075445384876898,8.1788096176346,7.841177526419988,7.8145910035991974,6.623263343747108,8.854137345126883,6.393127575623343
2021-07-16,4.068042273526633,8.176764329070933,7.822159956028789,7.821517426053557,6.623135083208485,8.853665009510577,6.3969770580639675
2021-07-19,4.043496216844379,8.164198339833174,7.807728444300061,7.815439845543657,6.617992266834753,8.834589332233248,6.380077121574278
2021-07-20,4.032210307264556,8.169989091378733,7.7980293409364165,7.798639156439537,6.597679138412531,8.843916963666132,6.349089692538428
2021-07-22,4.037869217075461,8.156532776967762,7.800082153655289,7.810779987015014,6.595374447680862,8.85311728676404,6.346083744804071
2021-07-23,4.0398825972973995,8.1535959057596,7.795991990900835,7.80963416115794,6.602927130482979,8.852336140908804,6.347888376145983
2021-07-26,4.019975366565095,8.152150326063238,7.80129232056328,7.800865740427921,6.58988771789029,8.84434541537261,6.352172166132048
2021-07-27,4.024478834146324,8.148245702281272,7.804466913262987,7.795012775558368,6.578219694664641,8.844960236854616,6.345653600434653
2021-07-28,4.017098759170635,8.14748650612238,7.796286020446295,7.789215350429788,6.555359756899244,8.834519582780578,6.336316579150116
2021-07-29,4.0470969584573195,8.133044600285038,7.78752363828041,7.77762825003784,6.559126404523559,8.810285698689613,6.312051565780373
2021-07-30,4.106028862111617,8.15038934669172,7.788353963071554,7.784017971903219,6.5749281365313905,8.80802393927807,6.342637290601708
2021-08-02,4.120976818326383,8.153504801621994,7.816546868696523,7.790834145861031,6.594385070902051,8.822147621844035,6.330305301387083
2021-08-03,4.167715753969144,8.150023568577524,7.834331410876922,7.804010002813319,6.611591373728848,8.839302307331515,6.329606118026051
2021-08-04,4.123939646638007,8.15101572161815,7.8314964102318525,7.799173916828059,6.605606022557115,8.825807623869576,6.324169932419499
2021-08-05,4.117632938989314,8.147552014543185,7.865124691179927,7.8039035895085265,6.596560325842467,8.821498223382505,6.322145576273483
2021-08-06,4.116143125305938,8.155143477682959,7.8706726569920304,7.809210629855877,6.595110737382239,8.831867630909407,6.326365420389701
2021-08-09,4.100365068321557,8.157038777587761,7.870178162751939,7.810092470811627,6.61689612719396,8.829181249708082,6.319145814735958
2021-08-10,4.095050222914024,8.142090354209817,7.872136711708283,7.796157493575919,6.631435896202787,8.817848847281017,6.301225263198912
2021-08-11,4.111285891655058,8.12327268622147,7.866231169595883,7.790618484743773,6.6217234554484,8.820637037417908,6.310270111744879
2021-08-12,4.112034859079245,8.13453143141655,7.828099503095016,7.791103858723448,6.618507772893866,8.819283080379183,6.294364820193639
2021-08-13,4.0870240679177945,8.149383381634335,7.801080502154409,7.78723340369944,6.6216592690315235,8.817884561910144,6.296807470708871
2021-08-16,4.069214797871269,8.12897135771526,7.780872213300424,7.7782289567913665,6.647833944876966,8.792523587002117,6.2691398627830175
2021-08-17,4.056636005761183,8.144588539032167,7.788774076939517,7.7909779950443445,6.636952968963732,8.801063344640854,6.253316219660783
2021-08-18,4.046697619448065,8.151289690123344,7.817765588035844,7.784126522366383,6.637837897098279,8.794462498471757,6.244214898032778
2021-08-20,3.9963080117228893,8.129784658764793,7.822388583394426,7.759917613939617,6.630608981180002,8.796040157600363,6.216207404787215
2021-08-23,3.9857482629723937,8.107343558554277,7.79998052335921,7.75363287205945,6.605149162500713,8.792384318982146,6.198021468574513
2021-08-24,4.002173105339006,8.119940218498437,7.801512384336712,7.751859358851669,6.621016852952865,8.78905324347251,6.211396587172712
2021-08-25,3.9954673962098526,8.11316052854803,7.8138384262130804,7.751148903867056,6.613146849474681,8.77547514117488,6.233202337555077
2021-08-26,3.9840483835903333,8.11363463869919,7.813547539567225,7.741226934732561,6.625184794555434,8.760031980682166,6.213657634667557
2021-08-27,4.006757416371071,8.115812990421704,7.812519483379493,7.751186297764502,6.617154155320947,8.762487942690129,6.217382079408101
2021-08-30,4.018743489159548,8.121460065758132,7.803884059245237,7.770519241388891,6.638090658449425,8.788126704483215,6.2342608791671825
2021-08-31,4.032276673622912,8.123460550460104,7.851779821294682,7.776225298491568,6.640299001146466,8.795339266600427,6.24450070132504
2021-09-01,4.0302378732873105,8.13159562118134,7.860660698309686,7.775860341677317,6.610358199548854,8.786359688824016,6.253410633330825
2021-09-02,4.024917742899034,8.121607876788019,7.871716035254538,7.772022083667642,6.587432141088618,8.787538070963512,6.253976810876942
2021-09-03,4.014606131024338,8.131382707349921,7.896790546977945,7.797015298387096,6.584037442080696,8.797819374839305,6.273126528589545
2021-09-06,4.024507196240823,8.137643937524716,7.911770675062766,7.8033357608577125,6.590484136903676,8.795456165177072,6.284259525800061
2021-09-07,4.014606131024338,8.134889536657864,7.90409617042514,7.796407704102473,6.588295609948762,8.79986436600512,6.297620400894754
2021-09-08,4.023685869865169,8.122789724026633,7.89586227562714,7.796622120450653,6.590484136903676,8.785821599193362,6.284533998044654
2021-09-09,4.052837780566139,8.116123827773496,7.902341249084453,7.796032264401093,6.585170261251346,8.788913565691882,6.281143754207113
2021-09-13,4.036747361943915,8.115840052134923,7.897646376521065,7.793562137313513,6.578219694664641,8.799362734477299,6.282794590184887
2021-09-14,4.049239796421478,8.129664669736307,7.903086142801391,7.815507512975884,6.584437342671803,8.802376906312382,6.290644142291105
2021-09-15,4.0768878292342325,8.137114886104548,7.9107332711981915,7.8236274662474665,6.590947660842812,8.80448507544973,6.2877304688889195
2021-09-16,4.0682804906093075,8.146176214097796,7.917134352756944,7.839312861538024,6.59339479786785,8.807657133066849,6.281052037289771
2021-09-17,4.051639846095345,8.148455126824206,7.930453478268818,7.843311097103902,6.589688832478374,8.819632512861734,6.285448399729101
2021-09-20,4.051240326124551,8.136307384410342,7.9004944061443965,7.828675706942821,6.568109114291558,8.810459350824615,6.282336221884725
2021-09-21,4.065526241473414,8.123715395770345,7.915104444614383,7.81506902158217,6.56865089477437,8.785194632059774,6.259619624897198
2021-09-22,4.076498207280044,8.13128955675878,7.911050039186108,7.813928299784899,6.587498562377691,8.793131230076295,6.272571093014111
2021-09-23,4.080775851081993,8.14241941204392,7.916032491468665,7.815980859942084,6.595374447680862,8.795426960298375,6.271830224153936
2021-09-24,4.069458602083875,8.145205524065338,7.941586569200761,7.809087123920694,6.62268616348097,8.810725524897256,6.267187229585552
2021-09-27,4.092733526532908,8.172035444324681,7.923807472823472,7.83675851581132,6.662796985262083,8.873606255364272,6.30014511229839
2021-09-28,4.0869654005921925,8.170833721169934,7.92509166446523,7.839364218560805,6.656243303985923,8.87635800181325,6.300865417174194
2021-09-29,4.0846488147435265,8.168413061527353,7.91119066346954,7.8275157655392915,6.6637209704260565,8.870982462130113,6.292097745119812
2021-09-30,4.118473060810749,8.151185350135977,7.892356097215187,7.8087519157749625,6.652514556345293,8.864733277577296,6.289734481437231
2021-10-01,4.095413949228658,8.156377221524732,7.8859741944314985,7.814191560172099,6.6829294051535015,8.840491277630495,6.315782398272348
2021-10-04,4.088506900359263,8.149435788145944,7.876351751531463,7.816856655040374,6.698867614368092,8.841607602446377,6.3096461353751465
2021-10-05,4.106820894691369,8.159331787774077,7.88150976002111,7.812997208740353,6.701123819558136,8.85379892917042,6.312318515911056
2021-10-06,4.088506900359263,8.134717192597142,7.870159791645232,7.796550854199911,6.690450741757711,8.845636983134257,6.2797659727039115
2021-10-07,4.1336783282975285,8.150114990408028,7.903316575552227,7.811976987940591,6.742028803866228,8.885562602964853,6.304727606067201
2021-10-08,4.126660450439011,8.14671372000275,7.902252568693761,7.812135517952611,6.741516347165602,8.877186023509086,6.3083068731886325
2021-10-11,4.140281322649923,8.15624742172061,7.914175714168083,7.817644313648265,6.76159141826123,8.912984379034079,6.307055742250232
2021-10-12,4.157319922543806,8.188596617995472,7.934258535286906,7.838027885416981,6.755431359786992,8.912074953906531,6.333184764383217
2021-10-13,4.208810946639788,8.185802815163248,7.9329343978142965,7.840954979454508,6.8050183396779875,8.884180357323466,6.339005603393884
2021-10-14,4.197134944418551,8.185361654446961,7.914684071699791,7.841843527238432,6.800786414961149,8.886149769658,6.350375255852119
2021-10-18,4.196789416366837,8.17268686344181,7.905229083691246,7.83371580654013,6.778585593526859,8.907280442695678,6.353965959507176
2021-10-19,4.161266215373827,8.171562641268,7.860864125536697,7.82400997505076,6.78575018531537,8.907104103599966,6.349432599933427
2021-10-20,4.1391839279497,8.155351322551214,7.841255281371554,7.80290965273957,6.765769793979609,8.898590577912008,6.342637290601708
2021-10-21,4.171241363676753,8.143681997380865,7.845827664341357,7.781699213464259,6.763153346831717,8.896546506545638,6.338745684077371
2021-10-22,4.158038725219626,8.159978551086354,7.826569679193581,7.7770635185038595,6.752900351393388,8.874342066000848,6.410213530125824
2021-10-25,4.145023215394374,8.133044600285038,7.80693352944889,7.755943124074813,6.75610530482477,8.854122703493413,6.3769128387233325
2021-10-26,4.187416016172834,8.140456533886995,7.81799718714619,7.761029039907249,6.760418368745408,8.859171378039822,6.420007453198488
2021-10-27,4.176897005680412,8.136426579074737,7.815542773083695,7.757189075104621,6.751717056333676,8.86721041637762,6.41992752874892
2021-10-28,4.173012212294379,8.116150881076342,7.793473435154413,7.748827641791001,6.7483848946182095,8.869037188223016,6.4607847305775765
2021-10-29,4.18076676582898,8.117919278635265,7.776435175419341,7.744827556491604,6.748837394695974,8.884213712190876,6.476912828365134
2021-11-01,4.19402123077198,8.123004402688123,7.806250122618006,7.753670173188642,6.732993018034783,8.901852333114332,6.490032922709217
2021-11-02,4.195752345084193,8.127209000342535,7.799371125159579,7.7550121926605,6.722772640704126,8.924725627274887,6.529035891857966
2021-11-03,4.186369057213342,8.11552912654883,7.791235660478862,7.738920248443481,6.708156742113692,8.917318678462506,6.54121071033631
2021-11-04,4.198515749388101,8.131874961430453,7.845170336322059,7.752475741490118,6.735861197853024,8.919017500162978,6.544319600213831
2021-11-08,4.206075998637467,8.1366383503731,7.863652767273744,7.754490446210002,6.720448366709911,8.910878512381947,6.5492458548639965
2021-11-09,4.2317616440090715,8.141168387365454,7.868435976341095,7.766144685556097,6.7577319139737835,8.896850053453132,6.575845676777929
2021-11-10,4.223721348580975,8.135154793991768,7.876661253350914,7.767782738537014,6.788090744191222,8.88811531102986,6.605545747481468
2021-11-11,4.208469543640292,8.1293713985452,7.861104494746465,7.761177240741595,6.793620966510324,8.880337243604785,6.596948921170227
2021-11-12,4.203676482853919,8.098251771266153,7.867977011155619,7.754546558791117,6.807634308799521,8.883872939507857,6.572559083342978
2021-11-15,4.246665129519469,8.088882052699145,7.853681512977928,7.758340871984802,6.7975602333811445,8.886976405898176,6.582250740634018
2021-11-16,4.213239627636962,8.090976382248678,7.86330212377362,7.779520368603297,6.831343291190194,8.957375698861412,6.584896090860528
2021-11-17,4.205733546727374,8.084052630473572,7.849893158695986,7.7789567048989925,6.825232901362815,8.984868856707708,6.587061446103607
2021-11-18,4.159474186699837,8.073886110661386,7.823022733580383,7.755217153541049,6.792484846422283,8.965639274268709,6.565400871479259
