Date,ASHOKLEY.NS,BAJAJ-AUTO.NS,EICHERMOT.NS,HEROMOTOCO.NS,M&M.NS,MARUTI.NS,TVSMOTOR.NS
2021-01-04,3.862056104711645,8.032787362218363,7.83674414873295,7.848199224948666,6.571777402566654,8.906823497021014,6.180565061455072
2021-01-05,3.86876100126132,8.02429126071566,7.843947917078323,7.855841009368533,6.559690275068257,8.900722386673044,6.172967261865656
2021-01-06,3.872096904387159,8.015679222543007,7.832839267854648,7.861157473610122,6.554270866276402,8.897209005866335,6.165721317036638
2021-01-07,3.92716512221804,8.008505985983328,7.8345199708356095,7.851937389131451,6.565483469215053,8.888975608595235,6.188305668737621
2021-01-08,3.9428009525457712,8.034687675741264,7.875574424085617,7.885996224276064,6.599944486032505,8.946606859970112,6.21605645090864
2021-01-11,3.978930982049672,8.059372315773073,7.8814610757863095,7.89750773629115,6.623797950503946,8.973424622404563,6.232095293458057
2021-01-12,4.017921530934766,8.061278054776842,7.9183988788907085,7.913192346781686,6.612006496870022,8.967980341127703,6.22652068663365
2021-01-13,4.0183325944990695,8.054814403419982,7.9138774312206674,7.915821274774653,6.672340700710322,8.962076371506436,6.212152754989115
2021-01-14,3.9971479211949528,8.047889473425464,7.92011531296572,7.918825776578435,6.674210146792904,8.963255018672065,6.2153744672841995
2021-01-15,4.001337477514466,8.049077232524235,7.909912950675367,7.899163810574095,6.661782385511069,8.947835106357559,6.204201044024007
2021-01-18,3.956011125058507,8.04444399968585,7.915392557482452,7.886644510499371,6.648703922868292,8.923349987336557,6.189106479475189
2021-01-19,3.9933625496925482,8.065888946313772,7.919040711214709,7.908455552229226,6.64752892530779,8.93502397634363,6.214984492420832
2021-01-20,4.018743489159548,8.066698794714965,7.918364132682652,7.921577177697634,6.667682040143015,8.962702741829268,6.20823400618904
2021-01-21,4.000500871497552,8.08285498439482,7.9338772017302475,7.912899935730788,6.647776399641904,8.954294104910826,6.208724613681667
2021-01-22,4.0232527684338395,8.182053318756953,7.949472934504244,7.951441724107772,6.6355146507134455,8.950833788025603,6.232670368443961
2021-01-25,3.9827713440510846,8.201294950793558,7.914191063247192,7.980655968865964,6.630680889478512,8.942430927391845,6.271747218184951
2021-01-27,3.963420183884892,8.195858997385399,7.886041567511977,7.946585598108239,6.5992305463999745,8.928476950274096,6.250801820870788
2021-01-28,3.9423575568586995,8.193311333003987,7.889101518694535,7.958086538986053,6.592780710415293,8.891938507188348,6.246276017259598
2021-01-29,3.9249113186209166,8.16137390808125,7.869561847045592,7.915590765165182,6.572444550166679,8.840308837199775,6.304284540759927
2021-02-01,4.02161537598195,8.188196652939597,7.904842911218473,7.941241373866927,6.6314356548205255,8.866757504476796,6.33328743367095
2021-02-02,4.102256650212209,8.20906032071336,7.92641766979735,7.927133133767108,6.658360507051154,8.900624423123524,6.406268641929424
2021-02-03,4.1183769212246855,8.217332704911806,7.930557338685078,7.953188415832893,6.678178726700329,8.892030813813838,6.444116216127524
2021-02-04,4.129103965832011,8.21429476331566,7.946389983774062,7.970750931429298,6.71736716840257,8.89870214419842,6.459860993345334
2021-02-05,4.097331328673706,8.216128018126907,7.935771675125176,7.967402961021806,6.716212380928615,8.879427264100787,6.421378196642731
2021-02-08,4.128736074363091,8.217592324613893,7.94873250645442,7.986409386263969,6.78636762521637,8.890105178286074,6.440843641941654
2021-02-09,4.120605862279368,8.19791899441307,7.941044103108524,7.987681865189352,6.749728699520242,8.897005766722591,6.4554865195244115
2021-02-10,4.114277653627018,8.1971122765563,7.925194759305335,7.998906125061975,6.7708996590841135,8.896304097297289,6.459631143820291
2021-02-11,4.122829660824534,8.20439634859313,7.896116368583453,7.999626391030902,6.770954317226317,8.902275675937886,6.438030028954062
2021-02-12,4.071165976825958,8.19337174734853,7.882936225045242,7.992328892522744,6.764754880078874,8.889299434619337,6.434266286031741
2021-02-15,4.0877911658452195,8.190041765527742,7.878901172031557,7.998015402409199,6.7683804656423545,8.893011892534215,6.425190865785293
2021-02-16,4.075057015261962,8.19259789775275,7.863219584977873,7.996903819242991,6.768764185056839,8.906141658083325,6.422253162341911
2021-02-17,4.101500446771592,8.200515013197261,7.851619568621374,8.03166689401844,6.7717744603902,8.880634139550372,6.4059810761825595
2021-02-18,4.080479351655159,8.188378814258705,7.8346709091562365,8.01445755798848,6.749113960839359,8.87988079452135,6.395011108625272
2021-02-19,4.032615675432229,8.160199976968748,7.809625838920098,7.97592874695837,6.731974249123846,8.856324626398568,6.385653035277514
2021-02-22,4.022434373180308,8.152787057558914,7.769241522428657,7.983115849659329,6.682848394123576,8.823489081639133,6.354406873508964
2021-02-23,4.052275231806415,8.137743277456625,7.782189342247971,7.98056444894633,6.687437169600764,8.806991455770806,6.3703612533657115
2021-02-24,4.057822104711319,8.142740764063033,7.790545072620451,7.991123878289531,6.697670543909116,8.804470641003602,6.375206661025298
2021-02-25,4.093526229228647,8.146028947337808,7.796893588303075,7.989029571552299,6.708673841898017,8.801214935336269,6.368768787964978
2021-02-26,4.075833409420983,8.10828943868259,7.775766468250602,7.925810017995663,6.645484882179251,8.791908080491606,6.366501594052926
2021-03-01,4.082023021698309,8.112322315896598,7.798538080633248,7.964207329991674,6.661538275483918,8.81335527120943,6.402499745743119
2021-03-02,4.104144345983872,8.145838763505486,7.816431547395705,8.001184562701537,6.709895462195747,8.841341967550585,6.427882602688991
2021-03-03,4.095810937028657,8.134889250396675,7.815181839917821,7.986099006628493,6.700550089767771,8.828872322116544,6.418828416909536
2021-03-04,4.09200010062368,8.129220916175516,7.812928383743482,7.98478409778231,6.692537389786998,8.829840181224593,6.405334078582702
2021-03-05,4.055052415039605,8.122443780035317,7.810824518199616,7.996947113477475,6.686782983287461,8.846168085032012,6.406384934908452
2021-03-08,4.051877889412259,8.108302741094064,7.809084150074482,7.997596794751233,6.699317067566635,8.847615495519461,6.377620692668565
2021-03-09,4.032615675432229,8.108302741094064,7.812735707808451,7.9932282380707,6.7004915197370325,8.853391185637333,6.371616646565959
2021-03-10,4.036659334584119,8.126251837454161,7.8429753824352195,7.984637899255594,6.714246228415248,8.84934962723644,6.380526321893055
2021-03-12,4.02161537598195,8.094425990154864,7.829867315386842,7.964311902314734,6.704941616533762,8.824863995169302,6.348603937007997
2021-03-15,4.017098759170635,8.072363461362919,7.841908280312679,7.938186657170328,6.691531320229273,8.823891089874396,6.3624581042750314
2021-03-16,4.0313993484613775,8.069576164302815,7.838756613356957,7.935394937091182,6.689693929922183,8.83245882036521,6.365744579118708
2021-03-17,3.9806397177158095,8.046084185842128,7.833462764202842,7.915380613858141,6.6826692294463,8.820408031726304,6.337415167806573
2021-03-18,3.9463406895842166,8.07232247415633,7.840089859440804,7.888909247334537,6.693010577735929,8.827334057121199,6.325749552871725
2021-03-19,3.9733576089484646,8.068371522675573,7.838925675495972,7.8927479415865855,6.698494182238915,8.827305911798085,6.3483470348156334
2021-03-22,3.9511875969410952,8.072390734446863,7.84467665003541,7.885249876643248,6.7017231705530165,8.82557535137775,6.3417333188616585
2021-03-23,3.9599403493709278,8.076094934954092,7.854305606623032,7.876033810113245,6.691827301391366,8.837474016585961,6.3397491966708985
2021-03-24,3.9370217889882957,8.055550062462034,7.838606194269175,7.865019900089961,6.6516661818646226,8.820627520593568,6.318190630595139
2021-03-25,3.9158451138540213,8.026850684867986,7.8079995935995825,7.834157993247107,6.627087448854931,8.780291486297283,6.303167359259423
2021-03-26,3.953821476165283,8.05457844700313,7.800257981682729,7.832848463935665,6.636703761680083,8.779937717108918,6.325136694038813
2021-03-30,3.9503081667422304,8.072922639387338,7.830795835698166,7.8416763969655605,6.63124703700392,8.789815955165874,6.3355345174614595
2021-03-31,3.948987275520014,8.073985677310747,7.817065355017312,7.824576729375302,6.631561487537199,8.7908953571505,6.352514124677135
2021-04-01,3.9891396599758084,8.093531493767555,7.827456789095887,7.839058153281483,6.6469717652021165,8.800283708519304,6.359582527601693
2021-04-05,3.9476650053491418,8.054147719821104,7.783183121945186,7.815370498912028,6.605058128927601,8.777591431976557,6.351145694813502
2021-04-06,3.9401378471606185,8.058860796938552,7.770952268509603,7.815734219675998,6.613608016216666,8.775039603480575,6.327855581876331
2021-04-07,3.9772194645646457,8.07659771592921,7.791491040010708,7.834141075201647,6.632880892183633,8.791740601318052,6.32504870611223
2021-04-08,4.027334320278101,8.068302987470977,7.7973050151398375,7.829506951645711,6.6314356548205255,8.786167920318606,6.316048244149712
2021-04-09,4.014626512051778,8.068713898876025,7.784929511022614,7.824336496005146,6.626392552804303,8.786204560645409,6.322938284712706
2021-04-12,3.9370217889882957,8.038039783446202,7.746774159704985,7.7798299981931285,6.5749761533883815,8.740270959316765,6.270346722285101
2021-04-13,3.964722015283563,8.055244843600734,7.773863530207709,7.807877922956306,6.651481263031831,8.784547987248699,6.287000864051968
2021-04-15,3.9356833679917513,8.053869777886987,7.74074093176729,7.806900249401711,6.643871348443966,8.759056446253734,6.277189214980448
2021-04-16,3.9503081667422304,8.064143389776632,7.749921061394995,7.818120678194056,6.664219435281482,8.759635643300168,6.29264221721416
2021-04-19,3.9167554421079385,8.030826571909568,7.723073531620731,7.779632777372749,6.631184183318627,8.73891276059896,6.270903394386088
2021-04-20,3.9432440038227043,8.054814403419982,7.710186700417672,7.793235380482885,6.65135799110125,8.759417525613546,6.266721881312286
2021-04-22,3.945456910848091,8.076923713115233,7.709267587686999,7.802909752481881,6.637141553744331,8.75993645422002,6.260931611486449
2021-04-23,3.929413857605119,8.074503279345961,7.700438538729115,7.80742385954263,6.60950288860304,8.763838478825877,6.258962868772448
2021-04-26,3.954259672655062,8.092408774741452,7.722862631201574,7.807598600083158,6.612839587345419,8.75825086918091,6.295632257908046
2021-04-27,3.967320532601322,8.10480856870607,7.735546239825774,7.821792888543993,6.610145508884597,8.747628142624015,6.319940684002477
2021-04-28,3.978930982049672,8.131975450272867,7.784770772779054,7.82890906933979,6.6148875838791055,8.7483965190467,6.4513065337699755
2021-04-29,3.9629858390305808,8.118178086849635,7.761375327556362,7.8060440251035255,6.605251751205341,8.74715609425857,6.432471327087898
2021-04-30,3.941913964484679,8.117474140711243,7.744484901063065,7.791622891622654,6.576372401119226,8.730260285954989,6.427964260685622
2021-05-03,3.9343431532233533,8.12218418912073,7.733940932850275,7.78239308445644,6.576903776456349,8.75204843916613,6.40422597029983
2021-05-04,3.9249113186209166,8.116586841456929,7.722081523376768,7.7764685631972865,6.56110801439025,8.73837513253056,6.391813644759966
2021-05-05,3.9370217889882957,8.120091958579373,7.723937952901352,7.7805836113322355,6.569706103845917,8.750873071407803,6.384142559185304
2021-05-06,3.953821476165283,8.145115848232788,7.753364912660874,7.824473751393514,6.569505474653611,8.762421919277928,6.41992752874892
2021-05-07,3.95557354945983,8.126045002821392,7.742625050769202,7.806288692832104,6.595913164908132,8.767867169426951,6.407547926687507
2021-05-10,3.97077475203577,8.12653621034313,7.7550009965478734,7.797687798056509,6.6127756479088315,8.776918987198924,6.396813478220465
2021-05-11,3.9686172274812455,8.129285401111469,7.764739715222539,7.798410243674487,6.6070574716742225,8.772867232534376,6.417447793330271
2021-05-12,3.9485467620727817,8.128240679497305,7.758753038525311,7.7990441585617205,6.585828536324907,8.784804632888623,6.401137403981299
2021-05-14,3.9365758972967133,8.121392100165234,7.741817990693536,7.789207665461706,6.56158009033092,8.772830175868226,6.38207034984909
2021-05-17,3.9655889381939864,8.12543695731141,7.770046962175407,7.80417169349044,6.577700310412309,8.770072713742698,6.4104555239918435
2021-05-18,4.028962247147999,8.17658539365382,7.804661387980965,7.822291542989738,6.634637448251439,8.783858215378809,6.442987819385411
2021-05-19,4.0438971035624665,8.183629211946933,7.801877485466589,7.825057023048688,6.618333901847787,8.778676734628943,6.438684807958806
2021-05-20,4.052275231806415,8.177568422423246,7.788492300397781,7.80779058090393,6.641571013971156,8.77304546347443,6.423197718047188
2021-05-21,4.049091797097682,8.190829843621767,7.785207115426346,7.8145041473502275,6.660928013012293,8.78437927076103,6.418568432128926
2021-05-24,4.045498310893265,8.194881797140383,7.796599536625138,7.820053088805099,6.649939231118174,8.79270153707558,6.41222829178201
2021-05-25,4.056240392656917,8.196763063932373,7.825135846457174,7.830087392871119,6.651481263031831,8.798534598801984,6.4327079948346295
2021-05-26,4.049490314342152,8.200658893861398,7.828349627623715,7.8419631492655855,6.6636716556309725,8.816102697929287,6.46001734871629
2021-05-27,4.056636005761183,8.219631551883515,7.817103805350868,7.850895499222964,6.672642493134101,8.806761862028285,6.458327377316961
2021-05-28,4.042293194303815,8.208596064556861,7.8302273552038155,7.850978871362733,6.69324697431487,8.806919827595847,6.410052302207225
2021-05-31,4.033020744144783,8.206999333022246,7.844414979742216,7.856296405199785,6.647405085984561,8.823467873427443,6.402764345860152
2021-06-01,4.0183325944990695,8.21794619499247,7.840540091900369,7.846019419088483,6.645360710100394,8.824151988885289,6.398692220451178
2021-06-02,4.038272298240567,8.231093720156958,7.845012846075586,7.844624417121373,6.645236840032715,8.837258336577683,6.405118286027212
2021-06-03,4.040284666556594,8.226028629840531,7.878070498894437,7.856579090794213,6.6400759133803655,8.840704141627318,6.418408446185844
2021-06-04,4.072334911396471,8.220561358337447,7.869671201538818,7.869804053024486,6.643250205329923,8.841425224356321,6.416005181279538
2021-06-07,4.072334911396471,8.220490739686836,7.873253684582669,7.871066287525845,6.642317607469134,8.849837729482713,6.45594116984237
2021-06-08,4.082794092678385,8.225221005092651,7.876642445046037,7.872277890493674,6.64728138971497,8.858200469575653,6.453317661284238
2021-06-09,4.058611924710077,8.21453151404977,7.863989494598933,7.861602366477447,6.643063803042234,8.844787688605066,6.433654008045473
2021-06-10,4.060189827295221,8.20391789912618,7.855156343227238,7.85679516374945,6.646166641372726,8.83937165324111,6.438919814822059
2021-06-11,4.098849475529264,8.202146011028685,7.870326797771742,7.855248542593002,6.648703922868292,8.842685657755567,6.436801295949513
2021-06-14,4.082794092678385,8.19589528885872,7.869798642283476,7.849004784668964,6.646786134631849,8.836304518770964,6.425583779928919
2021-06-15,4.07660926597565,8.193867412147567,7.876533757617123,7.856146899341899,6.648209292852803,8.83468708704003,6.425742622118945
2021-06-16,4.052672482666007,8.187163166926208,7.8683768422021965,7.845565721637651,6.645174700837326,8.827404452768757,6.414319282741915
2021-06-17,4.014626512051778,8.17331003625885,7.843517796818993,7.8247484008414325,6.6446164653613025,8.80682648399928,6.39542268127113
2021-06-18,3.9746465758549836,8.200850925873578,7.856080035282795,7.816910948764122,6.614183991544097,8.8053906583732,6.394931403530005
2021-06-21,3.981493098638674,8.20457558299038,7.852713278815002,7.818120678194056,6.608152254451164,8.796811441988062,6.405280513106738
2021-06-22,3.9916755049566475,8.213844769215644,7.860005703522695,7.8223260755839865,6.6060260307009475,8.848427823873843,6.406738668618766
2021-06-23,3.9971479211949528,8.208381709538255,7.863824523638796,7.829626601758624,6.614695736712233,8.871193800789241,6.4098101103091265
2021-06-24,3.989562582883564,8.21509950043839,7.855784531506775,7.822291542989738,6.627213829874804,8.88386089259773,6.401869825036135
2021-06-25,4.032615675432229,8.207797984216848,7.860961823672689,7.833324705321139,6.630303252797474,8.89987939986418,6.414319282741915
2021-06-28,4.043496216844379,8.204766997886088,7.868158024822365,7.834837571934491,6.62935849639282,8.892959246562768,6.413033121282873
2021-06-29,4.033830524748908,8.19061178124789,7.8551747080499315,7.82933619235703,6.614248004709547,8.878539521872518,6.398039065634436
2021-06-30,4.026111616587707,8.192839840738465,7.842544939441782,7.820794147243109,6.609245757723239,8.88232528048823,6.41134240099472
2021-07-01,4.024887416062627,8.209797835333262,7.844097439153592,7.8276267992059125,6.611493537453509,8.891398057164603,6.417447793330271
2021-07-02,4.024887416062627,8.202828865590513,7.8387379445272725,7.826719582114918,6.615526672497551,8.890006101779257,6.397549071899215
